Filename	TrainValidateTest	Style	Genre	Artist
29526.jpg	train	portrait	Neoclassicism	Alexandre Jacovleff
29527.jpg	train	portrait	Rococo	Benjamin West
29528.jpg	train	abstract	Abstract Expressionism	Taro Yamamoto
29529.jpg	train	portrait	Romanticism	Ivan Aivazovsky
29530.jpg	train	landscape	Cubism	Nikos Hadjikyriakos-Ghikas
29531.jpg	train	abstract	Action painting	Franz Kline
29532.jpg	train	landscape	Magic Realism	Eyvind Earle
29533.jpg	train	landscape	Post-Impressionism	Vincent van Gogh
29534.jpg	train	abstract	Lyrical Abstraction	Zao Wou-Ki
29535.jpg	train	landscape	Realism	Camille Corot
29536.jpg	train	landscape	Realism	Ivan Shishkin
29537.jpg	train	landscape	Impressionism	Maurice Prendergast
29538.jpg	train	portrait	Art Nouveau (Modern)	Boris Kustodiev
29539.jpg	train	landscape	Impressionism	Pierre-Auguste Renoir
29540.jpg	train	portrait	Expressionism	Wyndham Lewis
29541.jpg	train	landscape	Realism	Konstantin Bogaevsky
29542.jpg	train	landscape	Impressionism	Claude Monet
29543.jpg	train	landscape	Romanticism	Ivan Aivazovsky
29544.jpg	train	portrait	Impressionism	Giovanni Boldini
29545.jpg	train	portrait	Cubism	Kazimir Malevich
29546.jpg	train	portrait	Art Deco	Zinaida Serebriakova
29547.jpg	train	landscape	Naïve Art (Primitivism)	Horace Pippin
29548.jpg	train	abstract	Tachisme	Maria Helena Vieira da Silva
29549.jpg	train	landscape	Realism	Isaac Levitan
29550.jpg	train	portrait	Pointillism	Theo van Rysselberghe
29551.jpg	train	portrait	Realism	William-Adolphe Bouguereau
29552.jpg	train	portrait	Impressionism	Pierre-Auguste Renoir
29553.jpg	train	landscape	Romanticism	John Atkinson Grimshaw
29554.jpg	train	portrait	Impressionism	James Ensor
29555.jpg	train	portrait	Expressionism	Alexej von Jawlensky
29556.jpg	train	landscape	Art Nouveau (Modern)	Franklin Carmichael
29557.jpg	train	portrait	Romanticism	Charles Turner
29558.jpg	train	portrait	Romanticism	Vasily Polenov
29559.jpg	train	portrait	Realism	Ivan Kramskoy
29560.jpg	train	landscape	Romanticism	John Glover
29561.jpg	train	portrait	American Realism	Robert Henri
29562.jpg	train	landscape	Romanticism	Ivan Aivazovsky
29563.jpg	train	portrait	Expressionism	Nicolae Tonitza
29564.jpg	train	portrait	Realism	Boris Kustodiev
29565.jpg	train	landscape	Realism	Vasily Vereshchagin
29566.jpg	train	portrait	Expressionism	Richard Diebenkorn
29567.jpg	train	abstract	Abstract Art	Paul Klee
29568.jpg	train	portrait	Surrealism	Francis Picabia
29569.jpg	train	abstract	Minimalism	3
29570.jpg	train	portrait	Expressionism	Jean Paul Lemieux
29571.jpg	train	landscape	Realism	Aleksey Savrasov
29572.jpg	train	portrait	Romanticism	Sir Lawrence Alma-Tadema
29573.jpg	train	abstract	Action painting	Franz Kline
29574.jpg	train	landscape	Impressionism	Laszlo Mednyanszky
29575.jpg	train	portrait	Realism	Henrique Pousao
29576.jpg	train	landscape	Impressionism	Stefan Luchian
29577.jpg	train	portrait	Post-Impressionism	Paul Cezanne
29578.jpg	train	portrait	Realism	Thomas Eakins
29579.jpg	train	landscape	Romanticism	David Johnson
29580.jpg	train	portrait	Baroque	Frans Hals
29581.jpg	train	portrait	Baroque	Anthony van Dyck
29582.jpg	train	landscape	Impressionism	Arkhip Kuindzhi
29583.jpg	train	portrait	Romanticism	Konstantin Makovsky
29584.jpg	train	abstract	Lyrical Abstraction	Kazuo Shiraga
29585.jpg	train	landscape	Impressionism	Eugene Boudin
29586.jpg	train	portrait	Impressionism	Edgar Degas
29587.jpg	train	abstract	Minimalism	Agnes Martin
29588.jpg	train	landscape	Post-Impressionism	Paul Cezanne
29589.jpg	train	landscape	Naïve Art (Primitivism)	Grandma Moses
29590.jpg	train	landscape	Impressionism	Georg Pauli
29591.jpg	train	abstract	Minimalism	Rudolf de Crignis
29592.jpg	train	abstract	Sōsaku hanga	Hiroyuki Tajima
29593.jpg	train	landscape	Magic Realism	Ivan Albright
29594.jpg	train	abstract	Abstract Expressionism	Sam Francis
29595.jpg	train	abstract	Abstract Expressionism	Kazuo Nakamura
29596.jpg	train	portrait	Post-Impressionism	Ion Theodorescu-Sion
29597.jpg	train	portrait	Realism	Mikhail Vrubel
29598.jpg	train	landscape	Impressionism	Childe Hassam
29599.jpg	train	landscape	Realism	Isaac Levitan
29600.jpg	train	portrait	Impressionism	Edgar Degas
29601.jpg	train	landscape	Realism	Isaac Levitan
29602.jpg	train	self-portrait	Expressionism	Louisa Matthiasdottir
29603.jpg	train	abstract	Abstract Expressionism	Elmer Bischoff
29604.jpg	train	landscape	Fauvism	Jean Metzinger
29605.jpg	train	portrait	Realism	Edgar Degas
29606.jpg	train	portrait	Ukiyo-e	Utagawa Kuniyoshi
29607.jpg	train	abstract	Art Informel	Sandu Darie
29608.jpg	train	abstract	Spatialism	Piero Manzoni
29609.jpg	train	abstract	Minimalism	Mira Schendel
29610.jpg	train	landscape	Romanticism	Alexander Orlowski
29611.jpg	train	landscape	Realism	Konstantin Yuon
29612.jpg	train	abstract	Art Informel	Maurice Esteve
29613.jpg	train	portrait	Magic Realism	Ivan Albright
29614.jpg	train	portrait	Symbolism	Arnold Böcklin
29615.jpg	train	landscape	Impressionism	Eugene Boudin
29616.jpg	train	portrait	Realism	Vasily Tropinin
29617.jpg	train	portrait	Realism	Ilya Repin
29618.jpg	train	portrait	Cubism	Christian Schad
29619.jpg	train	portrait	Impressionism	Edgar Degas
29620.jpg	train	abstract	Lyrical Abstraction	Helen Frankenthaler
29621.jpg	train	portrait	Expressionism	Paul Delvaux
29622.jpg	train	abstract	Abstract Expressionism	Raoul Ubac
29623.jpg	train	landscape	Impressionism	Isaac Levitan
29624.jpg	train	portrait	Realism	Vladimir Makovsky
29625.jpg	train	portrait	Futurism	Amadeo de Souza-Cardoso
29626.jpg	train	landscape	Expressionism	Ernst Ludwig Kirchner
29627.jpg	train	portrait	Post-Impressionism	Henri de Toulouse-Lautrec
29628.jpg	train	landscape	Luminism	Albert Bierstadt
29629.jpg	train	portrait	Expressionism	Princess Fahrelnissa Zeid
29630.jpg	train	abstract	Op Art	Sol LeWitt
29631.jpg	train	landscape	Romanticism	John Ruskin
29632.jpg	train	self-portrait	Pop Art	Roger Raveel
29633.jpg	train	landscape	Rococo	George Morland
29634.jpg	train	portrait	Rococo	Charles Willson Peale
29635.jpg	train	portrait	Realism	Mikhail Nesterov
29636.jpg	train	abstract	Art Informel	Omer Uluc
29637.jpg	train	portrait	Neo-Rococo	Franz Xaver Winterhalter
29638.jpg	train	landscape	Pointillism	Paul Signac
29639.jpg	train	landscape	Romanticism	William Leighton Leitch
29640.jpg	train	portrait	Neoclassicism	Jean Auguste Dominique Ingres
29641.jpg	train	portrait	Sōsaku hanga	Koshiro Onchi
29642.jpg	train	landscape	Impressionism	Konstantinos Volanakis
29643.jpg	train	portrait	Symbolism	Mikhail Nesterov
29644.jpg	train	landscape	Baroque	Claude Lorrain
29645.jpg	train	portrait	Romanticism	Nikolaos Gyzis
29646.jpg	train	landscape	Art Nouveau (Modern)	Ivan Bilibin
29647.jpg	train	portrait	Expressionism	Carlos Saenz de Tejada
29648.jpg	train	portrait	Rococo	George Romney
29649.jpg	train	landscape	Post-Impressionism	Gustave Loiseau
29650.jpg	train	landscape	Realism	Nikolai Ge
29651.jpg	train	portrait	Neo-Romanticism	Theodor Severin Kittelsen
29652.jpg	train	portrait	Romanticism	John Hoppner
29653.jpg	train	landscape	Realism	Theodor Severin Kittelsen
29654.jpg	train	portrait	Neo-Expressionism	Christo Coetzee
29655.jpg	train	abstract	Art Informel	Eugene Brands
29656.jpg	train	abstract	Hard Edge Painting	Leo Valledor
29657.jpg	train	abstract	Hard Edge Painting	Angelo de Sousa
29658.jpg	train	landscape	Pop Art	Paul Thek
29659.jpg	train	portrait	Realism	Felix Vallotton 
29660.jpg	train	abstract	Abstract Expressionism	Alvaro Lapa
29661.jpg	train	landscape	Art Informel	Nicolas de Staël
29662.jpg	train	landscape	Post-Impressionism	Horia Bernea
29663.jpg	train	portrait	Baroque	John Riley
29664.jpg	train	landscape	Realism	Jose Maria Velasco
29665.jpg	train	portrait	Neoclassicism	John Singleton Copley
29666.jpg	train	portrait	Magic Realism	Ivan Albright
29667.jpg	train	portrait	Post-Impressionism	 Periklis Vyzantios 
29668.jpg	train	portrait	Cubism	Marc Chagall
29669.jpg	train	abstract	Minimalism	Herbert Zangs
29670.jpg	train	portrait	Cubism	Fernand Leger
29671.jpg	train	landscape	Impressionism	Claude Monet
29672.jpg	train	portrait	Realism	Ivan Kramskoy
29673.jpg	train	portrait	Rococo	Louise Elisabeth Vigee Le Brun
29674.jpg	train	portrait	Expressionism	Lucian Freud
29675.jpg	train	portrait	Fauvism	Kazimir Malevich
29676.jpg	train	portrait	Impressionism	William Merritt Chase
29677.jpg	train	portrait	Impressionism	Pierre-Auguste Renoir
29678.jpg	train	portrait	Expressionism	Ernst Ludwig Kirchner
29679.jpg	train	portrait	Romanticism	Konstantin Makovsky
29680.jpg	train	landscape	Luminism	David Johnson
29681.jpg	train	portrait	Realism	Columbano Bordalo Pinheiro
29682.jpg	train	portrait	Post-Impressionism	Ion Theodorescu-Sion
29683.jpg	train	abstract	Minimalism	Jean Degottex
29684.jpg	train	portrait	Realism	Theodore Gericault
29685.jpg	train	landscape	Post-Impressionism	Vincent van Gogh
29686.jpg	train	landscape	Post-Impressionism	Bertalan Por
29687.jpg	train	landscape	Baroque	David Teniers the Younger
29688.jpg	train	portrait	Post-Impressionism	Samuel Peploe
29689.jpg	train	abstract	New European Painting	Sigmar Polke
29690.jpg	train	landscape	Pointillism	Henri-Edmond Cross
29691.jpg	train	landscape	Realism	John Henry Twachtman
29692.jpg	train	portrait	Expressionism	Marie Laurencin
29693.jpg	train	abstract	Sōsaku hanga	Hiroyuki Tajima
29694.jpg	train	landscape	Post-Impressionism	Charles Reiffel
29695.jpg	train	portrait	Art Nouveau (Modern)	Felice Casorati
29696.jpg	train	landscape	Romanticism	James Webb 
29697.jpg	train	portrait	Realism	Alexey Venetsianov
29698.jpg	train	landscape	Impressionism	Willard Metcalf
29699.jpg	train	portrait	Romanticism	Konstantin Makovsky
29700.jpg	train	landscape	Impressionism	Alfred Sisley
29701.jpg	train	landscape	Naïve Art (Primitivism)	Alfred Wallis
29702.jpg	train	landscape	Synthetic Cubism	Juan Gris
29703.jpg	train	landscape	Magic Realism	Eric Ravilious
29704.jpg	train	landscape	Impressionism	Lovis Corinth
29705.jpg	train	portrait	Neo-Dada	Enrico Baj
29706.jpg	train	self-portrait	Academicism	Jose Ferraz de Almeida Junior
29707.jpg	train	portrait	Ukiyo-e	Utagawa Kuniyoshi
29708.jpg	train	portrait	Romanticism	Sir Lawrence Alma-Tadema
29709.jpg	train	portrait	Rococo	Jean-Marc Nattier
29710.jpg	train	portrait	Rococo	Dmitry Levitzky
29711.jpg	train	abstract	Hard Edge Painting	Alexander Liberman
29712.jpg	train	portrait	Expressionism	Alexej von Jawlensky
29713.jpg	train	portrait	Art Nouveau (Modern)	Boris Kustodiev
29714.jpg	train	portrait	Ukiyo-e	Paul Jacoulet
29715.jpg	train	abstract	Tachisme	Alexandre Istrati
29716.jpg	train	portrait	High Renaissance	Andrea del Sarto
29717.jpg	train	abstract	Native Art	Johnny Warangkula Tjupurrula
29718.jpg	train	landscape	Impressionism	Gustave Caillebotte
29719.jpg	train	abstract	Abstract Expressionism	Terry Frost
29720.jpg	train	self-portrait	Expressionism	Otto Dix
29721.jpg	train	abstract	Art Informel	Jiro Yoshihara
29722.jpg	train	landscape	Post-Impressionism	Vincent van Gogh
29723.jpg	train	portrait	Impressionism	James McNeill Whistler
29724.jpg	train	self-portrait	Expressionism	Zinaida Serebriakova
29725.jpg	train	abstract	Lyrical Abstraction	John Hoyland
29726.jpg	train	landscape	Impressionism	Karl Edvard Diriks
29727.jpg	train	portrait	Impressionism	Federico Zandomeneghi
29728.jpg	train	portrait	Impressionism	Giovanni Boldini
29729.jpg	train	abstract	Abstract Expressionism	Hans Hofmann
29730.jpg	train	abstract	Lyrical Abstraction	Afro
29731.jpg	train	abstract	Color Field Painting	Gene Davis
29732.jpg	train	abstract	Post-Painterly Abstraction	Jef Verheyen
29733.jpg	train	landscape	Post-Impressionism	Gabriele Munter
29734.jpg	train	portrait	Magic Realism	Ivan Albright
29735.jpg	train	landscape	Realism	Ivan Shishkin
29736.jpg	train	landscape	Regionalism	Marsden Hartley
29737.jpg	train	landscape	Romanticism	John Constable
29738.jpg	train	abstract	Abstract Expressionism	Cy Twombly
29739.jpg	train	landscape	Impressionism	John Henry Twachtman
29740.jpg	train	portrait	Realism	Camille Corot
29741.jpg	train	abstract	Art Informel	Paolo Scheggi
29742.jpg	train	portrait	Romanticism	Theodor Aman
29743.jpg	train	landscape	Pointillism	Theo van Rysselberghe
29744.jpg	train	abstract	Post-Painterly Abstraction	Sol LeWitt
29745.jpg	train	portrait	Romanticism	Dante Gabriel Rossetti
29746.jpg	train	portrait	Expressionism	Kathe Kollwitz
29747.jpg	train	abstract	Neo-Concretism	Ivan Serpa
29748.jpg	train	portrait	Orientalism	Eugene Delacroix
29749.jpg	train	landscape	Luminism	Martin Johnson Heade
29750.jpg	train	landscape	Realism	Camille Corot
29751.jpg	train	portrait	Neoclassicism	Jacques-Louis David
29752.jpg	train	landscape	Magic Realism	Eyvind Earle
29753.jpg	train	landscape	Realism	Isaac Levitan
29754.jpg	train	portrait	Neoclassicism	John William Godward
29755.jpg	train	portrait	Impressionism	Stefan Luchian
29756.jpg	train	landscape	Realism	Camille Corot
29757.jpg	train	portrait	Art Deco	Tamara de Lempicka
29758.jpg	train	abstract	Abstract Art	Serge Charchoune
29759.jpg	train	portrait	Romanticism	Konstantin Makovsky
29760.jpg	train	abstract	Concretism	Rubem Ludolf
29761.jpg	train	portrait	Realism	Nikolay Bogdanov-Belsky
29762.jpg	train	landscape	Ink and wash painting	Qi Baishi
29763.jpg	train	landscape	Impressionism	Arkhip Kuindzhi
29764.jpg	train	abstract	Concretism	Aurelie Nemours
29765.jpg	train	landscape	Surrealism	Kay Sage
29766.jpg	train	landscape	Post-Impressionism	Gustave Loiseau
29767.jpg	train	portrait		The Emperor Shah Jahan
29768.jpg	train	portrait	Romanticism	Orest Kiprensky
29769.jpg	train	landscape	Impressionism	Hoca Ali Riza
29770.jpg	train	portrait	Suprematism	Kazimir Malevich
29771.jpg	train	portrait	Rococo	George Romney
29772.jpg	train	self-portrait	Post-Impressionism	Samuel Peploe
29773.jpg	train	landscape	Symbolism	Nicholas Roerich
29774.jpg	train	portrait	Realism	Mary Cassatt
29775.jpg	train	landscape	Post-Impressionism	Natalia Goncharova
29776.jpg	train	abstract	Minimalism	Mira Schendel
29777.jpg	train	abstract	Abstract Expressionism	Sam Francis
29778.jpg	train	abstract	Abstract Expressionism	Atsuko Tanaka
29779.jpg	train	landscape	Romanticism	Thomas Hill
29780.jpg	train	landscape	Luminism	David Johnson
29781.jpg	train	landscape	Post-Impressionism	Gustave Loiseau
29782.jpg	train	portrait	Realism	Giovanni Boldini
29783.jpg	train	landscape	Post-Impressionism	Vincent van Gogh
29784.jpg	train	portrait	Symbolism	Charles Maurin
29785.jpg	train	portrait	Romanticism	John Hoppner
29786.jpg	train	portrait	Realism	Nikolai Ge
29787.jpg	train	portrait	Baroque	Frans Hals
29788.jpg	train	self-portrait	Art Nouveau (Modern)	Ferdinand Hodler
29789.jpg	train	abstract	Color Field Painting	Clyfford Still
29790.jpg	train	portrait	Rococo	Thomas Lawrence
29791.jpg	train	abstract	Action painting	Hans Hofmann
29792.jpg	train	portrait	Neoclassicism	John Singleton Copley
29793.jpg	train	portrait	Romanticism	Jan Matejko
29794.jpg	train	abstract	Op Art	Ludwig Wilding
29795.jpg	train	landscape	Symbolism	Nicholas Roerich
29796.jpg	train	portrait	Romanticism	Charles Turner
29797.jpg	train	portrait	Ink and wash painting	Ding Yanyong
29798.jpg	train	landscape	Impressionism	Piet Mondrian
29799.jpg	train	landscape	Naïve Art (Primitivism)	Kateryna Bilokur
29800.jpg	train	abstract	Abstract Art	Arthur Segal
29801.jpg	train	portrait	Romanticism	Joseph Wright
29802.jpg	train	abstract	Lyrical Abstraction	Helen Frankenthaler
29803.jpg	train	landscape	Realism	Vasily Polenov
29804.jpg	train	portrait	Romanticism	Konstantin Makovsky
29805.jpg	train	landscape	Realism	Volodymyr Orlovsky
29806.jpg	train	portrait	Romanticism	Sir Lawrence Alma-Tadema
29807.jpg	train	portrait	Ukiyo-e	Utagawa Kuniyoshi
29808.jpg	train	portrait	Expressionism	Amedeo Modigliani
29809.jpg	train	landscape	Rococo	Francois Boucher
29810.jpg	train	self-portrait	Rococo	Jean-Honore Fragonard
29811.jpg	train	landscape	Realism	Winslow Homer
29812.jpg	train	abstract	Lyrical Abstraction	Sam Francis
29813.jpg	train	portrait	Art Deco	Tamara de Lempicka
29814.jpg	train	abstract	Color Field Painting	Adja Yunkers
29815.jpg	train	portrait	Realism	Ilya Repin
29816.jpg	train	portrait	Symbolism	Fernand Khnopff
29817.jpg	train	portrait	Surrealism	Jean David
29818.jpg	train	self-portrait	Neo-Expressionism	Jean-Michel Basquiat
29819.jpg	train	landscape	Luminism	Albert Bierstadt
29820.jpg	train	abstract	Minimalism	Rodolfo Arico
29821.jpg	train	abstract	Transautomatism	Friedensreich Hundertwasser
29822.jpg	train	landscape	Realism	Aleksey Savrasov
29823.jpg	train	abstract	Abstract Art	Vladimir Tatlin
29824.jpg	train	portrait	Northern Renaissance	Hans Memling
29825.jpg	train	landscape	Shin-hanga	Hasui Kawase
29826.jpg	train	abstract	Concretism	Pablo Palazuelo
29827.jpg	train	abstract	Spatialism	Lucio Fontana
29828.jpg	train	portrait	Surrealism	Salvador Dali
29829.jpg	train	portrait	Realism	Boris Kustodiev
29830.jpg	train	abstract	Hard Edge Painting	Vasile Dobrian
29831.jpg	train	portrait	Expressionism	Amedeo Modigliani
29832.jpg	train	portrait	Pointillism	Theo van Rysselberghe
29833.jpg	train	abstract	Abstract Expressionism	Gene Davis
29834.jpg	train	portrait	Surrealism	Abidin Dino
29835.jpg	train	landscape	Impressionism	Camille Pissarro
29836.jpg	train	portrait	Baroque	Anthony van Dyck
29837.jpg	train	abstract		Bram Bogart
29838.jpg	train	abstract	Color Field Painting	Jack Bush
29839.jpg	train	landscape	Realism	Theodore Rousseau
29840.jpg	train	portrait	Naïve Art (Primitivism)	Henri Rousseau
29841.jpg	train	portrait	High Renaissance	Raphael
29842.jpg	train	landscape	Luminism	Albert Bierstadt
29843.jpg	train	portrait	Realism	Boris Kustodiev
29844.jpg	train	portrait	Ukiyo-e	The appearance of a-Fukagawa-Nakamichi-Geisha-of-the-Tempo-era
29845.jpg	train	portrait	Impressionism	Matej Sternen
29846.jpg	train	landscape	Impressionism	T. C. Steele
29847.jpg	train	portrait	Rococo	John Russell
29848.jpg	train	portrait	Baroque	Rembrandt
29849.jpg	train	portrait	Impressionism	Giovanni Boldini
29850.jpg	train	portrait	Realism	Edgar Degas
29851.jpg	train	abstract	Surrealism	Edward Wadsworth
29852.jpg	train	landscape	Surrealism	M.C. Escher
29853.jpg	train	portrait	Realism	Ilya Repin
29854.jpg	train	landscape	Expressionism	Francis Picabia
29855.jpg	train	portrait	Realism	Henri Fantin-Latour
29856.jpg	train	landscape	Impressionism	Berthe Morisot
29857.jpg	train	abstract	Dada	Kurt Schwitters
29858.jpg	train	portrait	Neoclassicism	Jean Auguste Dominique Ingres
29859.jpg	train	abstract	Abstract Expressionism	Nicolas Carone
29860.jpg	train	abstract	Abstract Expressionism	Jimmy Ernst
29861.jpg	train	landscape	Divisionism	Jean Metzinger
29862.jpg	train	portrait	Romanticism	Charles Turner
29863.jpg	train	portrait	Surrealism	Pablo Picasso
29864.jpg	train	abstract	Abstract Expressionism	John Ferren
29865.jpg	train	landscape	Post-Impressionism	Gustave Loiseau
29866.jpg	train	portrait	Romanticism	David Wilkie
29867.jpg	train	portrait	Mechanistic Cubism	Richard Lindner
29868.jpg	train	abstract	Color Field Painting	Agnes Martin
29869.jpg	train	portrait	Impressionism	Frederic Bazille
29870.jpg	train	abstract	Abstract Expressionism	Lee Krasner
29871.jpg	train	portrait	Realism	James Tissot
29872.jpg	train	portrait	Romanticism	Alexander Orlowski
29873.jpg	train	landscape		Sanyu
29874.jpg	train	abstract	Abstract Expressionism	Andy Warhol
29875.jpg	train	landscape	Romanticism	Richard Parkes Bonington
29876.jpg	train	abstract	Abstract Art	Otto Freundlich
29877.jpg	train	portrait	Post-Impressionism	Paul Cezanne
29878.jpg	train	portrait	Expressionism	Yasuo Kuniyoshi
29879.jpg	train	landscape	Romanticism	David Roberts
29880.jpg	train	abstract	Abstract Expressionism	Ralph Rosenborg
29881.jpg	train	landscape	Impressionism	Armand Guillaumin
29882.jpg	train	landscape	Impressionism	Claude Monet
29883.jpg	train	landscape	Impressionism	Childe Hassam
29884.jpg	train	abstract	Action painting	Kazuo Shiraga
29885.jpg	train	portrait	Art Nouveau (Modern)	Paul Mathiopoulos
29886.jpg	train	portrait	Cubism	Marcel Janco
29887.jpg	train	landscape	Realism	Eugene Boudin
29888.jpg	train	landscape	Cubism	Albert Gleizes
29889.jpg	train	landscape	Romanticism	James Webb 
29890.jpg	train	portrait	Romanticism	Polychronis Lembesis
29891.jpg	train	portrait	Romanticism	Charles Turner
29892.jpg	train	abstract	Lyrical Abstraction	Bram van Velde
29893.jpg	train	portrait	Cloisonnism	Paul Gauguin
29894.jpg	train	portrait	Expressionism	Egon Schiele
29895.jpg	train	portrait	Academicism	George Demetrescu Mirea
29896.jpg	train	portrait	Expressionism	Theo van Doesburg
29897.jpg	train	landscape	Magic Realism	Eyvind Earle
29898.jpg	train	portrait	Divisionism	Cuno Amiet
29899.jpg	train	abstract	Surrealism	Dado
29900.jpg	train	portrait	Romanticism	Charles Turner
29901.jpg	train	portrait	Expressionism	Amedeo Modigliani
29902.jpg	train	portrait	Art Nouveau (Modern)	Zinaida Serebriakova
29903.jpg	train	abstract	Color Field Painting	Morris Louis
29904.jpg	train	landscape	Impressionism	Edgar Degas
29905.jpg	train	portrait	Expressionism	Zinaida Serebriakova
29906.jpg	train	abstract	Color Field Painting	Barnett Newman
29907.jpg	train	landscape	Romanticism	William Turner
29908.jpg	train	landscape	Realism	Ivan Shishkin
29909.jpg	train	abstract	Art Informel	Albert Rafols-Casamada
29910.jpg	train	portrait	Cubism	Pablo Picasso
29911.jpg	train	portrait	Northern Renaissance	Albrecht Durer
29912.jpg	train	portrait	Baroque	Bartolome Esteban Murillo
29913.jpg	train	abstract	Hard Edge Painting	Vasile Dobrian
29914.jpg	train	abstract	Lyrical Abstraction	Jean Messagier
29915.jpg	train	portrait	Realism	Ilya Repin
29916.jpg	train	portrait	Magic Realism	Tsuguharu Foujita
29917.jpg	train	self-portrait	Baroque	Rembrandt
29918.jpg	train	abstract	Automatic Painting	Paul Paun
29919.jpg	train	abstract	Abstract Art	Alberto Magnelli
29920.jpg	train	landscape	Impressionism	Samuel Mutzner
29921.jpg	train	abstract	Art Informel	Antoni Tapies
29922.jpg	train	portrait	Baroque	Peter Paul Rubens
29923.jpg	train	portrait	Baroque	Ivan Nikitin
29924.jpg	train	portrait	Baroque	Frans Hals
29925.jpg	train	portrait	Symbolism	Eugene Carriere
29926.jpg	train	portrait	Expressionism	Prudence Heward
29927.jpg	train	landscape	Expressionism	Ernst Ludwig Kirchner
29928.jpg	train	landscape	Romanticism	Rudolf von Alt
29929.jpg	train	abstract	Lyrical Abstraction	Antonio Corpora
29930.jpg	train	landscape	Realism	Ivan Shishkin
29931.jpg	train	abstract	Abstract Expressionism	Karl Benjamin
29932.jpg	train	abstract	Art Informel	Bernard Schultze
29933.jpg	train	landscape	Impressionism	Frits Thaulow
29934.jpg	train	landscape	Romanticism	Ivan Aivazovsky
29935.jpg	train	landscape	Post-Impressionism	David Burliuk
29936.jpg	train	portrait	Realism	Wilhelm Trubner
29937.jpg	train	portrait	Realism	Thomas Eakins
29938.jpg	train	portrait	Post-Impressionism	Paul Cezanne
29939.jpg	train	landscape	Romanticism	William Leighton Leitch
29940.jpg	train	portrait	Impressionism	Pierre-Auguste Renoir
29941.jpg	train	landscape	Realism	Jose Maria Velasco
29942.jpg	train	abstract	Abstract Expressionism	Jimmy Ernst
29943.jpg	train	abstract	Concretism	Max Bill
29944.jpg	train	portrait	Romanticism	Francisco Goya
29945.jpg	train	portrait	Post-Impressionism	Paul Cezanne
29946.jpg	train	landscape	Impressionism	Alfred Sisley
29947.jpg	train	portrait	Realism	James McNeill Whistler
29948.jpg	train	landscape	Classicism	Claude Lorrain
29949.jpg	train	landscape	Romanticism	Eugene von Guerard
29950.jpg	train	self-portrait	Magic Realism	Tsuguharu Foujita
29951.jpg	train	landscape	Romanticism	David Cox
29952.jpg	train	landscape	Realism	Gustave Courbet
29953.jpg	train	abstract	Abstract Art	Otto Freundlich
29954.jpg	train	portrait	Impressionism	Henry Herbert La Thangue
29955.jpg	train	landscape	Northern Renaissance	Joachim Patinir
29956.jpg	train	landscape	Rococo	William Williams
29957.jpg	train	abstract	Hard Edge Painting	Josef Albers
29958.jpg	train	abstract	Abstract Art	Constantin Blendea
29959.jpg	train	portrait	Realism	William Merritt Chase
29960.jpg	train	portrait	Rococo	Antoine Pesne
29961.jpg	train	landscape	Symbolism	Theodor Severin Kittelsen
29962.jpg	train	portrait	Ukiyo-e	Utagawa Kuniyoshi
29963.jpg	train	portrait	Neo-Dada	Asger Jorn
29964.jpg	train	landscape	Post-Impressionism	David Burliuk
29965.jpg	train	portrait	Rococo	John Jackson
29966.jpg	train	landscape	Impressionism	Julian Alden Weir
29967.jpg	train	portrait	Realism	Octav Bancila
29968.jpg	train	portrait	Baroque	Frans Hals
29969.jpg	train	landscape	Romanticism	Eugene von Guerard
29970.jpg	train	landscape	Realism	Ivan Shishkin
29971.jpg	train	landscape	Impressionism	William Merritt Chase
29972.jpg	train	portrait	Romanticism	Jan Matejko
29973.jpg	train	self-portrait	Impressionism	Gustave Caillebotte
29974.jpg	train	abstract	Concretism	Mario Ballocco
29975.jpg	train	landscape	Realism	Vasily Polenov
29976.jpg	train	portrait	Academicism	George Frederick Watts
29977.jpg	train	portrait	Ukiyo-e	Kitagawa Utamaro
29978.jpg	train	abstract	Abstract Expressionism	Nathan Oliveira
29979.jpg	train	portrait	Impressionism	Mary Cassatt
29980.jpg	train	landscape	Naïve Art (Primitivism)	Raoul Dufy
29981.jpg	train	portrait	Romanticism	Thomas Couture
29982.jpg	train	landscape	Impressionism	Claude Monet
29983.jpg	train	landscape	Realism	Vasily Polenov
29984.jpg	train	landscape	Magic Realism	Eyvind Earle
29985.jpg	train	landscape	Realism	Isaac Levitan
29986.jpg	train	landscape	Surrealism	Salvador Dali
29987.jpg	train	abstract	Abstract Expressionism	Clyfford Still
29988.jpg	train	portrait	Rococo	Gilbert Stuart
29989.jpg	train	landscape	Symbolism	Martiros Saryan
29990.jpg	train	abstract	Lyrical Abstraction	Friedel Dzubas
29991.jpg	train	landscape	Impressionism	Nikolay Bogdanov-Belsky
29992.jpg	train	landscape	Impressionism	Claude Monet
29993.jpg	train	landscape	Tonalism	Xavier Martinez
29994.jpg	train	portrait	Post-Impressionism	George Washington Lambert
29995.jpg	train	landscape	Romanticism	John Atkinson Grimshaw
29996.jpg	train	landscape	Realism	Isaac Levitan
29997.jpg	train	landscape	Impressionism	Arkhip Kuindzhi
29998.jpg	train	portrait	Realism	Wilhelm Leibl
29999.jpg	train	portrait	Rococo	John Jackson
30000.jpg	train	abstract	Art Informel	Fritz Winter
30001.jpg	train	portrait	Art Nouveau (Modern)	Felix Vallotton 
